Date,Open,High,Low,Close,Adj Close,Volume
2022-08-08,14.700000,14.720000,12.930000,13.680000,13.680000,166606000
2022-08-15,13.550000,13.880000,12.820000,13.730000,13.730000,141794900
2022-08-22,13.480000,14.020000,12.690000,13.160000,13.160000,135876800
2022-08-29,12.980000,13.570000,12.770000,13.060000,13.060000,112462100
2022-09-05,13.110000,13.110000,12.230000,13.030000,13.030000,85755500
2022-09-12,13.180000,13.530000,12.320000,12.740000,12.740000,120151900
2022-09-19,12.660000,13.360000,11.510000,11.790000,11.790000,125812700
2022-09-26,11.690000,12.050000,11.200000,11.500000,11.500000,109997500
2022-10-03,11.640000,12.550000,11.560000,11.980000,11.980000,82502400
2022-10-10,12.040000,12.840000,11.250000,12.430000,12.430000,121250500
2022-10-17,12.570000,13.500000,12.280000,13.490000,13.490000,104021500
2022-10-24,13.460000,13.660000,12.370000,12.950000,12.950000,110364700
2022-10-31,12.780000,13.830000,10.200000,10.430000,10.430000,170541100
2022-11-07,10.460000,12.360000,9.520000,11.840000,11.840000,210335200
2022-11-14,11.750000,12.310000,10.520000,10.770000,10.770000,113011100
2022-11-21,10.700000,11.590000,10.360000,11.470000,11.470000,58419900
2022-11-28,11.270000,11.890000,10.860000,11.550000,11.550000,98817400
2022-12-05,11.500000,11.640000,10.340000,11.090000,11.090000,109968500
2022-12-12,11.000000,11.910000,9.600000,9.910000,9.910000,321579900
2022-12-19,9.810000,9.880000,8.820000,9.170000,9.170000,158519600
2022-12-26,9.060000,9.570000,8.840000,9.480000,9.480000,97263200
2023-01-02,9.650000,11.390000,9.490000,11.320000,11.320000,123226200
2023-01-09,11.390000,13.280000,11.230000,13.140000,13.140000,143613800
2023-01-16,13.060000,13.330000,11.910000,13.020000,13.020000,77992800
2023-01-23,13.020000,15.190000,12.950000,14.910000,14.910000,128980600
2023-01-30,14.590000,16.049999,14.220000,15.420000,15.420000,115976300
2023-02-06,15.200000,15.460000,14.020000,14.220000,14.220000,73620800
2023-02-13,14.310000,15.630000,14.110000,15.430000,15.430000,85831300
2023-02-20,15.110000,16.240000,14.680000,15.550000,15.550000,104887800
2023-02-27,15.550000,16.340000,14.760000,15.470000,15.470000,87038600
2023-03-06,15.650000,15.850000,14.140000,14.350000,14.350000,71315500
2023-03-13,14.030000,14.890000,13.390000,14.340000,14.340000,106656900
2023-03-20,14.260000,15.270000,13.720000,14.000000,14.000000,71433500
2023-03-27,14.130000,15.120000,14.130000,15.100000,15.100000,64228200
2023-04-03,15.010000,15.240000,14.410000,15.110000,15.110000,69027100
2023-04-10,15.010000,15.560000,13.560000,13.780000,13.780000,115102000
2023-04-17,13.820000,14.680000,13.460000,13.580000,13.580000,76972500
2023-04-24,13.630000,13.740000,12.540000,13.610000,13.610000,86059800
2023-05-01,13.580000,13.700000,11.630000,12.890000,12.890000,120628000
2023-05-08,13.000000,13.560000,12.250000,12.510000,12.510000,102026700
2023-05-15,12.620000,12.820000,12.090000,12.200000,12.200000,79170400
2023-05-22,12.220000,12.320000,11.010000,11.440000,11.440000,96257500
2023-05-29,11.500000,11.850000,10.900000,11.750000,11.750000,95465500
2023-06-05,11.750000,14.210000,11.470000,13.840000,13.840000,149033100
2023-06-12,13.920000,14.480000,12.580000,12.800000,12.800000,152752700
2023-06-19,12.650000,12.740000,11.670000,11.790000,11.790000,134231600
2023-06-26,11.790000,12.580000,11.600000,12.540000,12.540000,106859500
2023-07-03,12.520000,13.040000,12.250000,12.540000,12.540000,53808700
2023-07-10,12.510000,13.590000,12.370000,12.400000,12.400000,87064400
2023-07-17,12.360000,13.420000,12.140000,12.930000,12.930000,113683100
2023-07-24,13.010000,13.110000,12.240000,12.790000,12.790000,77686200
2023-07-31,12.860000,14.040000,12.120000,13.970000,13.970000,112599800
2023-08-07,14.090000,14.760000,13.680000,13.700000,13.700000,94532500
2023-08-14,13.550000,13.810000,12.530000,12.780000,12.780000,54546600
2023-08-21,12.770000,12.830000,11.950000,12.270000,12.270000,62423900
2023-08-28,12.310000,13.310000,11.340000,11.560000,11.560000,112115600
2023-09-04,11.590000,11.960000,10.850000,11.320000,11.320000,105383700
2023-09-11,11.410000,12.180000,11.220000,11.840000,11.840000,123365300
2023-09-18,11.880000,11.960000,11.010000,11.100000,11.100000,75306700
2023-09-25,11.150000,11.180000,10.430000,10.860000,10.860000,101750000
2023-10-02,10.800000,10.890000,9.880000,10.280000,10.280000,100734900
2023-10-09,10.130000,10.990000,10.070000,10.370000,10.370000,90526300
2023-10-16,10.450000,11.040000,10.260000,10.330000,10.330000,72837700
2023-10-23,10.260000,10.480000,9.530000,9.550000,9.550000,97946300
2023-10-30,9.650000,11.880000,9.630000,11.770000,11.770000,115866300
2023-11-06,11.610000,11.770000,9.270000,9.640000,9.640000,165157200
