Date,Open,High,Low,Close,Adj Close,Volume
2021-11-08,26.500000,28.980000,25.980000,27.910000,27.910000,29786900
2021-11-15,28.000000,28.879999,24.830000,25.260000,25.260000,29786700
2021-11-22,25.299999,26.160000,24.139999,24.719999,24.719999,19044300
2021-11-29,24.950001,25.049999,22.200001,23.990000,23.990000,45212100
2021-12-06,24.430000,25.270000,23.049999,23.290001,23.290001,29496700
2021-12-13,22.990000,23.610001,21.660000,23.280001,23.280001,32498900
2021-12-20,22.860001,24.639999,22.450001,24.420000,24.420000,21199000
2021-12-27,24.440001,24.910000,23.520000,23.540001,23.540001,24903300
2022-01-03,23.900000,31.180000,23.840000,30.059999,30.059999,84926500
2022-01-10,30.170000,31.280001,28.030001,31.180000,31.180000,45375800
2022-01-17,30.950001,31.549999,25.940001,26.190001,26.190001,37201400
2022-01-24,25.270000,27.400000,24.180000,27.150000,27.150000,53822600
2022-01-31,27.120001,29.430000,25.900000,28.900000,28.900000,63383400
2022-02-07,29.070000,31.120001,27.959999,29.570000,29.570000,37062200
2022-02-14,29.600000,30.740000,28.120001,29.860001,29.860001,35406700
2022-02-21,29.510000,30.209999,25.340000,28.240000,28.240000,44944100
2022-02-28,27.490000,29.620001,26.500000,26.889999,26.889999,42038300
2022-03-07,26.610001,26.940001,23.930000,23.990000,23.990000,46062800
2022-03-14,24.000000,26.350000,23.700001,26.260000,26.260000,35506500
2022-03-21,26.160000,27.660000,25.770000,27.350000,27.350000,23419700
2022-03-28,27.320000,27.350000,24.370001,25.020000,25.020000,37437600
2022-04-04,25.160000,26.010000,22.500000,24.430000,24.430000,69946000
2022-04-11,24.080000,27.500000,23.500000,24.879999,24.879999,214086500
2022-04-18,24.530001,24.799999,20.370001,20.570000,20.570000,176979800
2022-04-25,20.059999,21.940001,17.889999,18.150000,18.150000,149454000
2022-05-02,18.150000,20.080000,17.549999,17.750000,17.750000,106684200
2022-05-09,17.290001,18.250000,16.510000,18.100000,18.100000,93833400
2022-05-16,17.920000,18.500000,17.139999,17.740000,17.740000,92332500
2022-05-23,18.000000,18.760000,16.730000,18.760000,18.760000,90588600
2022-05-30,18.559999,18.740000,17.180000,17.500000,17.500000,77080700
2022-06-06,17.820000,17.870001,14.820000,14.860000,14.860000,105941900
2022-06-13,14.440000,15.130000,13.300000,14.220000,14.220000,137304100
2022-06-20,14.560000,14.680000,13.750000,14.280000,14.280000,98409500
2022-06-27,14.380000,14.680000,12.770000,14.250000,14.250000,122866200
2022-07-04,13.950000,14.700000,13.480000,13.990000,13.990000,72217900
2022-07-11,13.800000,14.330000,13.430000,13.960000,13.960000,88475400
2022-07-18,14.030000,14.990000,13.810000,14.650000,14.650000,85311000
2022-07-25,14.650000,15.640000,14.300000,15.000000,15.000000,93074000
2022-08-01,15.010000,17.650000,14.420000,14.590000,14.590000,169012500
